online_order,book_table,rate,votes,rest_type,cuisines,cost,type,city
Yes,No,3.7,26,Quick Bites,"North Indian, Mughlai, Chinese, Seafood, South Indian",200,Delivery,Malleshwaram
Yes,No,3.0,99,Casual Dining,"North Indian, Chinese, Mughlai",500,Delivery,Malleshwaram
No,No,3.5,8,"Bakery, Dessert Parlor",Desserts,150,Delivery,Malleshwaram
Yes,No,3.4,36,Casual Dining,"North Indian, South Indian, Seafood",600,Delivery,Malleshwaram
Yes,No,3.2,25,Quick Bites,"Kebab, Biryani",350,Delivery,Malleshwaram
No,No,3.3,5,Sweet Shop,"Mithai, Fast Food",300,Delivery,Malleshwaram
No,Yes,4.3,1143,Casual Dining,"North Indian, South Indian",1100,Delivery,Malleshwaram
Yes,No,3.4,589,Casual Dining,"Andhra, North Indian, Chinese, Biryani",600,Delivery,Malleshwaram
No,No,3.7,175,Casual Dining,"Chinese, Thai",600,Delivery,Malleshwaram
Yes,No,3.7,10,Quick Bites,Mangalorean,400,Delivery,Malleshwaram
Yes,No,4.0,537,Casual Dining,"Chinese, Momos, Thai, Vietnamese",650,Delivery,Malleshwaram
Yes,No,3.5,100,Quick Bites,"South Indian, North Indian, Chinese, Street Food",400,Delivery,Malleshwaram
Yes,No,3.4,19,Casual Dining,"North Indian, Chinese",700,Delivery,Malleshwaram
Yes,No,4.1,327,Mess,South Indian,150,Delivery,Malleshwaram
Yes,No,3.9,81,Casual Dining,"South Indian, North Indian, Seafood, Chinese",600,Delivery,Malleshwaram
Yes,No,4.2,100,Casual Dining,"North Indian, Chinese, Continental",1000,Delivery,Malleshwaram
Yes,No,3.7,349,Casual Dining,"North Indian, Mughlai, Biryani, Chinese, Kebab",600,Delivery,Malleshwaram
Yes,No,3.9,33,Quick Bites,South Indian,300,Delivery,Malleshwaram
Yes,No,4.2,253,Quick Bites,"South Indian, North Indian, Chinese",450,Delivery,Malleshwaram
No,No,3.4,4,Sweet Shop,Mithai,150,Delivery,Malleshwaram
Yes,No,3.7,67,Casual Dining,"North Indian, Chinese",500,Delivery,Malleshwaram
Yes,No,3.4,22,Quick Bites,"North Indian, Fast Food",300,Delivery,Malleshwaram
Yes,No,3.9,63,Quick Bites,North Indian,350,Delivery,Malleshwaram
No,No,3.5,46,Casual Dining,"Biryani, Chinese, Hyderabadi, North Indian, South Indian",500,Delivery,Malleshwaram
Yes,Yes,4.2,476,Casual Dining,"North Indian, Chinese, Seafood",1700,Delivery,Malleshwaram
Yes,No,4.2,136,Casual Dining,"Awadhi, Bengali, North Indian",1500,Delivery,Malleshwaram
No,No,2.9,86,Casual Dining,"Chinese, North Indian",450,Delivery,Malleshwaram
Yes,No,4.1,444,Casual Dining,"Chinese, Asian, American, Seafood",600,Delivery,Malleshwaram
Yes,No,3.9,61,Sweet Shop,"Mithai, Street Food",100,Delivery,Malleshwaram
Yes,No,4.1,398,Casual Dining,"Chinese, Continental, North Indian, Mughlai, Steak",600,Delivery,Malleshwaram
No,No,3.8,16,Food Court,"Fast Food, Beverages",400,Delivery,Malleshwaram
Yes,No,4.0,25,Dessert Parlor,"Ice Cream, Desserts",200,Delivery,Malleshwaram
Yes,No,3.3,44,Casual Dining,"Chinese, Thai, Seafood",650,Delivery,Malleshwaram
Yes,No,3.7,34,Casual Dining,"North Indian, Chinese",700,Delivery,Malleshwaram
No,No,3.1,49,Food Court,"South Indian, Mangalorean, Kerala",800,Delivery,Malleshwaram
Yes,No,3.8,46,Casual Dining,"North Indian, Chinese, Seafood",700,Delivery,Malleshwaram
No,No,3.1,10,Quick Bites,"South Indian, Biryani",400,Delivery,Malleshwaram
Yes,Yes,3.8,280,Casual Dining,"Seafood, Mangalorean",1200,Delivery,Malleshwaram
No,No,3.4,17,Dessert Parlor,Desserts,400,Delivery,Malleshwaram
No,No,2.6,30,Quick Bites,"Healthy Food, Beverages, Fast Food",500,Delivery,Malleshwaram
No,No,3.3,4,Casual Dining,"Continental, North Indian",1500,Delivery,Malleshwaram
Yes,No,3.7,50,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750,Delivery,Malleshwaram
No,No,3.3,6,Casual Dining,"North Indian, Chinese, Thai, Italian, South Indian",700,Delivery,Malleshwaram
No,No,3.3,13,Mess,South Indian,200,Delivery,Malleshwaram
No,No,3.5,14,Quick Bites,"South Indian, Biryani",300,Delivery,Malleshwaram
Yes,No,3.8,571,Casual Dining,"Chinese, North Indian",800,Delivery,Malleshwaram
Yes,Yes,3.9,675,Casual Dining,"North Indian, Continental",900,Delivery,Malleshwaram
Yes,No,3.7,101,Casual Dining,"Chinese, Thai, Seafood, Malaysian",500,Delivery,Malleshwaram
Yes,No,3.1,94,Casual Dining,"North Indian, Chinese, Arabian, Kebab",500,Delivery,Malleshwaram
Yes,Yes,4.0,457,Casual Dining,"Chinese, Thai",1000,Delivery,Malleshwaram
Yes,No,3.8,27,Casual Dining,South Indian,500,Delivery,Malleshwaram
Yes,No,3.8,149,Casual Dining,Chinese,700,Delivery,Malleshwaram
Yes,Yes,4.1,532,Casual Dining,"Mangalorean, Seafood",1000,Delivery,Malleshwaram
Yes,No,3.3,34,Food Court,"Andhra, South Indian, Hyderabadi",500,Delivery,Malleshwaram
Yes,No,3.3,8,Quick Bites,South Indian,350,Delivery,Malleshwaram
No,No,3.3,20,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery,Malleshwaram
Yes,Yes,4.0,380,Casual Dining,"North Indian, Chinese, Healthy Food",850,Delivery,Malleshwaram
Yes,No,3.3,5,Quick Bites,South Indian,200,Delivery,Malleshwaram
Yes,No,3.3,23,Food Court,"Thai, Chinese, Momos",600,Delivery,Malleshwaram
Yes,No,3.6,70,Casual Dining,"North Indian, Mughlai, Chinese, Continental",800,Delivery,Malleshwaram
Yes,Yes,4.0,672,Casual Dining,North Indian,900,Delivery,Malleshwaram
Yes,No,3.6,23,Quick Bites,Biryani,350,Delivery,Malleshwaram
Yes,No,3.5,24,"Takeaway, Delivery","Fast Food, Beverages",300,Delivery,Malleshwaram
Yes,No,3.4,16,Bakery,Bakery,400,Delivery,Malleshwaram
Yes,No,3.8,177,Quick Bites,Biryani,300,Delivery,Malleshwaram
No,No,3.9,39,Quick Bites,"Seafood, Chinese, North Indian, South Indian",400,Delivery,Malleshwaram
Yes,Yes,4.1,426,Casual Dining,"Seafood, North Indian, Chinese",1100,Delivery,Malleshwaram
Yes,No,3.9,36,"Casual Dining, Bar","Seafood, North Indian, Mangalorean",1200,Delivery,Malleshwaram
Yes,No,3.7,212,Casual Dining,"North Indian, South Indian",900,Delivery,Malleshwaram
Yes,No,3.6,41,Casual Dining,"North Indian, Continental, Chinese, Asian, Thai",1400,Delivery,Malleshwaram
Yes,No,3.5,25,Casual Dining,"North Indian, Chinese",450,Delivery,Malleshwaram
No,Yes,4.3,592,Casual Dining,North Indian,1200,Delivery,Malleshwaram
No,Yes,4.2,174,Casual Dining,Rajasthani,1200,Delivery,Malleshwaram
No,Yes,4.3,854,Casual Dining,"Pizza, Biryani, North Indian, South Indian",800,Delivery,Malleshwaram
No,Yes,4.3,354,Casual Dining,"Italian, Pizza, Mexican",1400,Delivery,Malleshwaram
No,No,3.3,6,Quick Bites,"Mangalorean, Seafood, South Indian",400,Delivery,Malleshwaram
Yes,No,3.5,10,Quick Bites,"South Indian, Biryani",300,Delivery,Malleshwaram
No,No,4.0,471,Casual Dining,North Indian,600,Delivery,Malleshwaram
Yes,Yes,4.6,514,Casual Dining,"Mangalorean, Seafood, South Indian, North Indian, Chinese, Mughlai",1000,Delivery,Malleshwaram
No,No,3.0,28,Quick Bites,"Mangalorean, Chinese, Seafood, North Indian",450,Delivery,Malleshwaram
No,No,3.5,38,"Takeaway, Delivery",Healthy Food,500,Delivery,Malleshwaram
Yes,Yes,3.7,56,Casual Dining,"Seafood, North Indian, Chinese, Continental, Mangalorean",900,Delivery,Malleshwaram
No,No,2.5,60,Casual Dining,"Andhra, North Indian, Chinese, Mangalorean",750,Delivery,Malleshwaram
No,No,3.5,36,Quick Bites,South Indian,300,Delivery,Malleshwaram
No,No,3.5,15,Casual Dining,"Andhra, South Indian, Biryani, North Indian, Mangalorean",700,Delivery,Malleshwaram
No,No,3.8,53,Casual Dining,"North Indian, Chinese",750,Delivery,Malleshwaram
No,No,4.1,184,Casual Dining,"Continental, Cafe, Italian, North Indian",800,Delivery,Malleshwaram
Yes,No,3.3,5,Quick Bites,"Biryani, Chinese",200,Delivery,Malleshwaram
Yes,Yes,4.1,289,Casual Dining,"North Indian, Chinese, Italian",800,Delivery,Malleshwaram
Yes,No,3.7,46,Casual Dining,South Indian,1000,Delivery,Malleshwaram
No,No,3.3,5,Quick Bites,"Fast Food, Chinese",250,Delivery,Malleshwaram
Yes,No,4.1,196,Quick Bites,Maharashtrian,300,Delivery,Malleshwaram
No,No,2.7,268,Food Court,Pizza,500,Delivery,Malleshwaram
Yes,No,3.7,168,Cafe,"Cafe, North Indian, Chinese, Continental",700,Delivery,Malleshwaram
No,No,3.0,44,Quick Bites,"North Indian, Chinese, South Indian, Street Food",300,Delivery,Malleshwaram
No,No,3.1,13,Quick Bites,"North Indian, Fast Food",400,Delivery,Malleshwaram
Yes,No,3.5,19,Casual Dining,"Seafood, Mangalorean, Chinese",500,Delivery,Malleshwaram
Yes,No,3.3,6,"Quick Bites, Beverage Shop","Fast Food, Beverages",300,Delivery,Malleshwaram
Yes,No,3.2,5,Quick Bites,South Indian,300,Delivery,Malleshwaram
No,No,3.7,33,"Takeaway, Delivery","Turkish, Fast Food, Biryani, Chinese",350,Delivery,Malleshwaram
Yes,No,3.9,86,"Bar, Casual Dining","Continental, North Indian, Chinese",1500,Delivery,Malleshwaram
No,No,3.6,24,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery,Malleshwaram
Yes,No,4.2,1731,Pub,"Chinese, Continental, North Indian",1400,Delivery,Malleshwaram
Yes,No,3.4,9,Casual Dining,"South Indian, North Indian, Chinese",600,Delivery,Malleshwaram
Yes,No,3.8,78,"Takeaway, Delivery","Fast Food, Rolls",250,Delivery,Malleshwaram
No,No,3.9,83,Casual Dining,"Biryani, Chinese, North Indian, Mangalorean",650,Delivery,Malleshwaram
Yes,No,3.7,17,Quick Bites,"Fast Food, Desserts",200,Delivery,Malleshwaram
No,No,3.7,18,Casual Dining,North Indian,750,Delivery,Malleshwaram
No,No,3.6,41,Quick Bites,Street Food,200,Delivery,Malleshwaram
No,No,3.7,33,Casual Dining,"North Indian, Chinese, Hyderabadi",650,Delivery,Malleshwaram
No,No,3.4,8,Delivery,Desserts,250,Delivery,Malleshwaram
No,No,2.7,39,Casual Dining,"South Indian, North Indian, Chinese, Beverages",550,Delivery,Malleshwaram
No,No,3.3,6,Casual Dining,"North Indian, Chinese",700,Delivery,Malleshwaram
No,No,3.3,4,Quick Bites,South Indian,400,Delivery,Malleshwaram
No,No,3.3,5,Quick Bites,"South Indian, Chinese",300,Delivery,Malleshwaram
No,No,3.6,12,Bakery,"Bakery, Desserts",500,Delivery,Malleshwaram
Yes,No,3.3,10,"Dessert Parlor, Bakery","Desserts, Bakery",250,Delivery,Malleshwaram
Yes,No,3.8,30,Cafe,Cafe,400,Delivery,Malleshwaram
No,No,3.5,11,Quick Bites,"Chinese, North Indian",300,Delivery,Malleshwaram
Yes,No,3.6,19,"Dessert Parlor, Beverage Shop","Desserts, Beverages",300,Delivery,Malleshwaram
Yes,No,3.1,9,"Takeaway, Delivery","Fast Food, Sandwich",400,Delivery,Malleshwaram
Yes,No,3.3,8,"Food Court, Beverage Shop",Beverages,200,Delivery,Malleshwaram
No,No,3.7,28,Casual Dining,"North Indian, Asian, Continental",1000,Delivery,Malleshwaram
Yes,Yes,3.8,91,Casual Dining,"North Indian, South Indian, Chinese, Continental",1800,Delivery,Malleshwaram
No,No,3.2,13,Quick Bites,"South Indian, Chinese",200,Delivery,Malleshwaram
Yes,No,3.2,8,Quick Bites,"Fast Food, Chinese, Street Food",300,Delivery,Malleshwaram
No,No,3.4,61,Quick Bites,Fast Food,150,Delivery,Malleshwaram
No,No,3.2,4,Quick Bites,Biryani,150,Delivery,Malleshwaram
No,No,3.4,8,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery,Malleshwaram
Yes,No,3.3,9,"Takeaway, Delivery","Fast Food, Burger, Rolls, Salad",200,Delivery,Malleshwaram
Yes,No,4.1,289,"Takeaway, Delivery",Pizza,600,Delivery,Malleshwaram
No,No,4.2,217,Bakery,"Bakery, Desserts",400,Desserts,Malleshwaram
Yes,No,3.8,87,"Bakery, Dessert Parlor","Bakery, Desserts",400,Desserts,Malleshwaram
No,No,3.9,107,Dessert Parlor,"Desserts, Ice Cream",250,Desserts,Malleshwaram
Yes,No,4.2,287,"Cafe, Dessert Parlor","Desserts, Cafe, Continental",700,Desserts,Malleshwaram
No,No,4.3,188,Dessert Parlor,"Ice Cream, Beverages",200,Desserts,Malleshwaram
No,No,3.9,132,Bakery,"Bakery, Fast Food",250,Desserts,Malleshwaram
Yes,No,4.0,27,Bakery,"Bakery, Desserts",500,Desserts,Malleshwaram
Yes,No,4.3,124,Sweet Shop,"Mithai, Street Food",250,Desserts,Malleshwaram
Yes,No,4.1,196,Dessert Parlor,"Desserts, Beverages",300,Desserts,Malleshwaram
Yes,No,3.9,89,Dessert Parlor,"Ice Cream, Beverages, Fast Food",500,Desserts,Malleshwaram
Yes,No,3.9,63,Sweet Shop,"Mithai, Street Food",400,Desserts,Malleshwaram
Yes,No,3.9,359,Food Court,Desserts,300,Desserts,Malleshwaram
Yes,No,3.7,71,"Dessert Parlor, Beverage Shop","Beverages, Desserts, Juices",150,Desserts,Malleshwaram
No,No,3.8,28,Sweet Shop,"Mithai, Street Food",300,Desserts,Malleshwaram
Yes,No,3.7,104,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Desserts,Malleshwaram
No,No,3.5,8,"Bakery, Dessert Parlor",Desserts,150,Desserts,Malleshwaram
No,No,3.3,5,Sweet Shop,"Mithai, Fast Food",300,Desserts,Malleshwaram
Yes,No,3.0,36,"Sweet Shop, Quick Bites","Mithai, Street Food",200,Desserts,Malleshwaram
No,No,3.7,12,"Dessert Parlor, Food Court",Desserts,100,Desserts,Malleshwaram
No,No,3.8,43,Food Court,"Desserts, Ice Cream",150,Desserts,Malleshwaram
No,No,3.4,4,Sweet Shop,Mithai,150,Desserts,Malleshwaram
No,No,3.5,7,Cafe,Cafe,1000,Desserts,Malleshwaram
Yes,No,3.3,24,Dessert Parlor,"Ice Cream, Desserts",250,Desserts,Malleshwaram
Yes,No,3.7,27,Sweet Shop,Mithai,250,Desserts,Malleshwaram
Yes,No,4.1,142,Dessert Parlor,"Ice Cream, Desserts",400,Desserts,Malleshwaram
Yes,No,3.6,17,Dessert Parlor,Desserts,400,Desserts,Malleshwaram
Yes,No,3.7,31,Dessert Parlor,Bakery,150,Desserts,Malleshwaram
Yes,No,4.0,165,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",400,Desserts,Malleshwaram
No,No,3.8,16,Food Court,"Fast Food, Beverages",400,Desserts,Malleshwaram
No,No,4.1,81,Dessert Parlor,Ice Cream,100,Desserts,Malleshwaram
Yes,No,3.3,4,Dessert Parlor,"Ice Cream, Desserts",250,Desserts,Malleshwaram
Yes,No,4.0,25,Dessert Parlor,"Ice Cream, Desserts",200,Desserts,Malleshwaram
No,No,3.5,12,Dessert Parlor,Desserts,150,Desserts,Malleshwaram
No,No,4.1,96,Food Court,"Beverages, Desserts",250,Desserts,Malleshwaram
No,No,3.8,51,Dessert Parlor,"Ice Cream, Bakery, Desserts",200,Desserts,Malleshwaram
Yes,No,3.3,10,"Dessert Parlor, Bakery","Desserts, Bakery",250,Desserts,Malleshwaram
Yes,No,3.7,4,"Takeaway, Delivery",Bakery,200,Desserts,Malleshwaram
No,No,3.4,17,Dessert Parlor,Desserts,400,Desserts,Malleshwaram
Yes,No,3.9,130,Food Court,"Bakery, Desserts, Beverages",450,Desserts,Malleshwaram
Yes,No,3.0,38,"Bakery, Food Court",Bakery,400,Desserts,Malleshwaram
Yes,No,4.3,722,"Cafe, Bakery","Cafe, Bakery",400,Desserts,Malleshwaram
No,No,4.3,90,Cafe,"Cafe, Continental, Desserts",800,Desserts,Malleshwaram
Yes,No,4.4,403,Dessert Parlor,"Ice Cream, Desserts",400,Desserts,Malleshwaram
No,No,3.9,32,Cafe,"Continental, Italian, Cafe",400,Desserts,Malleshwaram
Yes,No,3.9,111,Dessert Parlor,"Desserts, Cafe",400,Desserts,Malleshwaram
No,No,4.2,59,Dessert Parlor,"Desserts, Ice Cream, Beverages",1250,Desserts,Malleshwaram
Yes,No,3.1,27,Sweet Shop,"Mithai, Street Food",200,Desserts,Malleshwaram
No,No,3.6,25,Dessert Parlor,Desserts,300,Desserts,Malleshwaram
No,No,3.4,8,Delivery,Desserts,250,Desserts,Malleshwaram
No,No,3.2,33,"Bakery, Dessert Parlor","Bakery, Desserts",600,Desserts,Malleshwaram
No,No,3.6,9,"Beverage Shop, Dessert Parlor",Beverages,200,Desserts,Malleshwaram
No,No,3.8,24,"Cafe, Dessert Parlor","Cafe, Desserts",400,Desserts,Malleshwaram
No,No,3.4,9,Bakery,"Bakery, Fast Food",500,Desserts,Malleshwaram
No,No,4.1,184,Casual Dining,"Continental, Cafe, Italian, North Indian",800,Desserts,Malleshwaram
No,No,4.8,1156,Bakery,"Bakery, Desserts",200,Desserts,Malleshwaram
Yes,Yes,4.3,355,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Desserts,Malleshwaram
Yes,No,4.0,629,"Dessert Parlor, Quick Bites","Desserts, Beverages, Fast Food, Ice Cream",450,Desserts,Malleshwaram
No,No,4.3,236,Dessert Parlor,Desserts,500,Desserts,Malleshwaram
Yes,No,4.0,154,Dessert Parlor,Ice Cream,500,Desserts,Malleshwaram
No,No,3.4,7,Cafe,Cafe,400,Desserts,Malleshwaram
Yes,No,3.3,7,"Dessert Parlor, Quick Bites","Desserts, Sandwich, Pizza, Burger",200,Desserts,Malleshwaram
No,No,3.5,9,Sweet Shop,"Mithai, Gujarati",150,Desserts,Malleshwaram
No,No,3.4,9,"Dessert Parlor, Quick Bites","Ice Cream, Fast Food",350,Desserts,Malleshwaram
No,No,3.3,8,Dessert Parlor,Desserts,100,Desserts,Malleshwaram
No,No,3.7,10,Quick Bites,Fast Food,300,Desserts,Malleshwaram
No,No,3.0,28,Dessert Parlor,Desserts,300,Desserts,Malleshwaram
No,No,3.4,9,"Sweet Shop, Quick Bites","Mithai, Street Food",150,Desserts,Malleshwaram
No,No,3.6,15,Sweet Shop,"Mithai, Desserts",100,Desserts,Malleshwaram
No,No,3.5,13,Bakery,Bakery,300,Desserts,Malleshwaram
No,No,3.6,12,Bakery,"Bakery, Desserts",500,Desserts,Malleshwaram
Yes,No,3.9,35,Delivery,"Bakery, Desserts",500,Desserts,Malleshwaram
Yes,No,3.6,24,Sweet Shop,"Mithai, Street Food",250,Desserts,Malleshwaram
No,Yes,4.3,1143,Casual Dining,"North Indian, South Indian",1100,Dine-out,Malleshwaram
No,No,3.3,4,Casual Dining,"Continental, North Indian",1500,Dine-out,Malleshwaram
No,Yes,4.1,4767,"Lounge, Casual Dining","Japanese, Thai, Chinese, Korean",2600,Dine-out,Malleshwaram
Yes,Yes,4.9,1940,Casual Dining,"North Indian, Mughlai",2000,Dine-out,Malleshwaram
No,No,4.3,2316,Microbrewery,"German, European, Pizza, American, North Indian, Chinese",1800,Dine-out,Malleshwaram
No,Yes,4.3,950,Fine Dining,"North Indian, Continental",2000,Dine-out,Malleshwaram
No,Yes,4.7,1316,Casual Dining,BBQ,1300,Dine-out,Malleshwaram
No,Yes,4.2,563,Fine Dining,"Lebanese, Mediterranean, Afghan",2500,Dine-out,Malleshwaram
Yes,Yes,4.1,469,"Casual Dining, Bar","North Indian, Mangalorean, Seafood",1200,Dine-out,Malleshwaram
Yes,Yes,4.5,1150,Casual Dining,Chinese,1700,Dine-out,Malleshwaram
Yes,Yes,4.8,6433,"Casual Dining, Bar","American, Tex-Mex, Burger, BBQ, Mexican",1400,Dine-out,Malleshwaram
Yes,No,4.1,935,Casual Dining,"Mughlai, Chinese",700,Dine-out,Malleshwaram
Yes,No,4.5,785,Casual Dining,"Vietnamese, Thai, Burmese, Japanese",1000,Dine-out,Malleshwaram
Yes,No,4.2,1731,Pub,"Chinese, Continental, North Indian",1400,Dine-out,Malleshwaram
Yes,Yes,4.3,1099,Casual Dining,"Italian, Salad, Mediterranean",1500,Dine-out,Malleshwaram
No,No,4.1,213,Casual Dining,"Biryani, Hyderabadi, Chinese",800,Dine-out,Malleshwaram
Yes,Yes,4.0,610,Casual Dining,North Indian,1000,Dine-out,Malleshwaram
No,No,4.0,775,Lounge,"Italian, American, North Indian",1400,Dine-out,Malleshwaram
No,Yes,4.0,1070,Casual Dining,"North Indian, Chinese",950,Dine-out,Malleshwaram
Yes,No,4.0,69,Cafe,Cafe,500,Dine-out,Malleshwaram
Yes,No,4.1,272,Cafe,"Cafe, Continental, Italian",600,Dine-out,Malleshwaram
Yes,Yes,4.1,662,"Bar, Casual Dining","Finger Food, Continental, Chinese",1100,Dine-out,Malleshwaram
No,Yes,4.0,568,Casual Dining,"North Indian, South Indian",1000,Dine-out,Malleshwaram
No,No,4.2,485,Casual Dining,"North Indian, Mughlai",1500,Dine-out,Malleshwaram
No,No,4.2,608,Casual Dining,"Chinese, North Indian, South Indian, Street Food, Fast Food",500,Dine-out,Malleshwaram
Yes,No,4.1,444,Casual Dining,"Chinese, Asian, American, Seafood",600,Dine-out,Malleshwaram
Yes,No,4.1,308,Casual Dining,"Portuguese, Wraps, Burger, Salad",1200,Dine-out,Malleshwaram
Yes,No,4.3,127,Quick Bites,South Indian,100,Dine-out,Malleshwaram
No,No,4.1,730,Pub,"Finger Food, North Indian, Italian",1500,Dine-out,Malleshwaram
No,No,3.8,31,Cafe,Cafe,600,Dine-out,Malleshwaram
Yes,No,3.8,323,Casual Dining,"North Indian, Chinese, Beverages",650,Dine-out,Malleshwaram
No,No,3.8,409,Casual Dining,"North Indian, South Indian, Kerala",700,Dine-out,Malleshwaram
No,No,3.9,115,Casual Dining,"Chinese, North Indian",500,Dine-out,Malleshwaram
Yes,No,4.2,504,Cafe,"Cafe, North Indian, Street Food",500,Dine-out,Malleshwaram
No,Yes,4.2,244,Fine Dining,"Italian, European, Mediterranean",2500,Dine-out,Malleshwaram
No,Yes,4.1,401,Lounge,"Continental, North Indian",1500,Dine-out,Malleshwaram
Yes,No,4.2,287,"Cafe, Dessert Parlor","Desserts, Cafe, Continental",700,Dine-out,Malleshwaram
No,No,4.1,1187,Casual Dining,"European, French, Salad",1500,Dine-out,Malleshwaram
Yes,No,3.9,81,Casual Dining,"South Indian, North Indian, Seafood, Chinese",600,Dine-out,Malleshwaram
Yes,No,2.7,82,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400,Dine-out,Malleshwaram
No,Yes,3.7,96,Bar,"Finger Food, Chinese, North Indian",1100,Dine-out,Malleshwaram
Yes,No,2.8,340,Casual Dining,"Pizza, Fast Food",750,Dine-out,Malleshwaram
No,No,3.9,18,Cafe,Cafe,200,Dine-out,Malleshwaram
Yes,Yes,4.2,166,Casual Dining,"North Indian, Sindhi, Seafood",1100,Dine-out,Malleshwaram
No,No,3.9,39,Quick Bites,"Seafood, Chinese, North Indian, South Indian",400,Dine-out,Malleshwaram
Yes,No,3.8,86,Casual Dining,"Kebab, Hyderabadi, Biryani, Charcoal Chicken",600,Dine-out,Malleshwaram
Yes,No,3.8,21,Casual Dining,"Fast Food, North Indian",400,Dine-out,Malleshwaram
Yes,No,4.1,327,Mess,South Indian,150,Dine-out,Malleshwaram
No,No,2.9,86,Casual Dining,"Chinese, North Indian",450,Dine-out,Malleshwaram
No,Yes,3.7,77,"Bar, Casual Dining",Continental,2000,Dine-out,Malleshwaram
Yes,No,3.7,136,Casual Dining,"North Indian, South Indian, Chinese, Street Food, Beverages",450,Dine-out,Malleshwaram
No,No,3.5,17,"Beverage Shop, Quick Bites","Beverages, Rolls",300,Dine-out,Malleshwaram
Yes,No,3.9,250,Cafe,"Cafe, Italian",400,Dine-out,Malleshwaram
Yes,No,3.8,46,Casual Dining,"North Indian, Chinese, Seafood",700,Dine-out,Malleshwaram
Yes,No,3.7,98,Casual Dining,"North Indian, Mughlai, Chinese, Beverages",550,Dine-out,Malleshwaram
Yes,No,3.9,72,Cafe,"Cafe, Continental, Steak, Italian",500,Dine-out,Malleshwaram
Yes,No,3.2,9,"Beverage Shop, Cafe","Cafe, Tea, North Indian",500,Dine-out,Malleshwaram
No,No,3.1,10,Quick Bites,"South Indian, Biryani",400,Dine-out,Malleshwaram
No,No,3.7,175,Casual Dining,"Chinese, Thai",600,Dine-out,Malleshwaram
Yes,No,2.7,61,Casual Dining,"North Indian, Chinese, South Indian, Beverages",800,Dine-out,Malleshwaram
No,No,3.5,7,Cafe,Cafe,1000,Dine-out,Malleshwaram
No,No,2.8,81,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600,Dine-out,Malleshwaram
No,No,3.9,282,Quick Bites,South Indian,250,Dine-out,Malleshwaram
No,No,3.3,6,Casual Dining,"North Indian, Chinese, Thai, Italian, South Indian",700,Dine-out,Malleshwaram
No,No,3.3,13,Mess,South Indian,200,Dine-out,Malleshwaram
No,No,2.7,20,Cafe,"Cafe, Fast Food",900,Dine-out,Malleshwaram
Yes,No,4.7,4408,Quick Bites,South Indian,150,Dine-out,Malleshwaram
Yes,No,4.0,1192,Quick Bites,"South Indian, North Indian, Chinese",250,Dine-out,Malleshwaram
No,No,4.3,354,Quick Bites,"South Indian, Beverages",300,Dine-out,Malleshwaram
Yes,No,4.1,133,Quick Bites,"South Indian, Hyderabadi",250,Dine-out,Malleshwaram
Yes,No,4.0,71,Quick Bites,"South Indian, North Indian",300,Dine-out,Malleshwaram
No,No,3.8,76,Quick Bites,South Indian,200,Dine-out,Malleshwaram
No,No,4.2,600,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out,Malleshwaram
Yes,No,4.0,340,Quick Bites,"Chinese, North Indian, Street Food",350,Dine-out,Malleshwaram
No,No,4.1,748,Quick Bites,South Indian,150,Dine-out,Malleshwaram
Yes,No,4.0,172,Quick Bites,"South Indian, Seafood",300,Dine-out,Malleshwaram
Yes,No,4.0,192,Quick Bites,"Burger, Fast Food",400,Dine-out,Malleshwaram
No,No,3.9,59,Quick Bites,"Fast Food, Street Food",200,Dine-out,Malleshwaram
No,No,4.1,534,Quick Bites,"South Indian, Street Food, Fast Food",800,Dine-out,Malleshwaram
No,No,4.2,124,Food Court,"Mexican, Fast Food",400,Dine-out,Malleshwaram
Yes,No,3.5,250,Quick Bites,"North Indian, Chinese, Fast Food",300,Dine-out,Malleshwaram
No,No,4.2,62,Quick Bites,"South Indian, Mangalorean",350,Dine-out,Malleshwaram
No,No,4.0,212,Quick Bites,North Indian,250,Dine-out,Malleshwaram
Yes,No,3.4,5,Quick Bites,"Chinese, Momos",150,Dine-out,Malleshwaram
Yes,No,3.2,8,Quick Bites,Pizza,300,Dine-out,Malleshwaram
Yes,No,4.0,633,Quick Bites,"Burger, Fast Food, Beverages",600,Dine-out,Malleshwaram
Yes,No,4.0,377,Quick Bites,"Pizza, Fast Food",400,Dine-out,Malleshwaram
Yes,No,4.0,65,Quick Bites,"South Indian, Fast Food",150,Dine-out,Malleshwaram
No,No,3.1,116,Food Court,"North Indian, Street Food",600,Dine-out,Malleshwaram
Yes,No,3.9,461,Quick Bites,"Chinese, Fast Food, Momos",200,Dine-out,Malleshwaram
Yes,No,4.0,151,Quick Bites,"Fast Food, Burger, Beverages, Cafe, Desserts",500,Dine-out,Malleshwaram
